WINTERTIJD;ZOMERTIJD;Leveren;Terugleveren;TOTAAL
01/07/2021 21:45;01/07/2021 22:45;670;0;670
01/07/2021 22:00;01/07/2021 23:00;630;0;630
01/07/2021 22:15;01/07/2021 23:15;652;0;652
01/07/2021 22:30;01/07/2021 23:30;649;0;649
01/07/2021 22:45;01/07/2021 23:45;639;0;639
01/07/2021 23:00;02/07/2021 00:00;644;0;644
01/07/2021 23:15;02/07/2021 00:15;643;0;643
01/07/2021 23:30;02/07/2021 00:30;622;0;622
01/07/2021 23:45;02/07/2021 00:45;613;0;613
02/07/2021 00:00;02/07/2021 01:00;634;0;634
02/07/2021 00:15;02/07/2021 01:15;598;0;598
02/07/2021 00:30;02/07/2021 01:30;633;0;633
02/07/2021 00:45;02/07/2021 01:45;644;0;644
02/07/2021 01:00;02/07/2021 02:00;586;0;586
02/07/2021 01:15;02/07/2021 02:15;618;0;618
02/07/2021 01:30;02/07/2021 02:30;640;0;640
02/07/2021 01:45;02/07/2021 02:45;624;0;624
02/07/2021 02:00;02/07/2021 03:00;626;0;626
02/07/2021 02:15;02/07/2021 03:15;577;0;577
02/07/2021 02:30;02/07/2021 03:30;615;0;615
02/07/2021 02:45;02/07/2021 03:45;602;0;602
02/07/2021 03:00;02/07/2021 04:00;626;0;626
02/07/2021 03:15;02/07/2021 04:15;614;0;614
02/07/2021 03:30;02/07/2021 04:30;554;0;554
02/07/2021 03:45;02/07/2021 04:45;593;0;593
02/07/2021 04:00;02/07/2021 05:00;609;0;609
02/07/2021 04:15;02/07/2021 05:15;587;0;587
02/07/2021 04:30;02/07/2021 05:30;593;0;593
02/07/2021 04:45;02/07/2021 05:45;632;0;632
02/07/2021 05:00;02/07/2021 06:00;633;0;633
02/07/2021 05:15;02/07/2021 06:15;612;0;612
02/07/2021 05:30;02/07/2021 06:30;641;0;641
02/07/2021 05:45;02/07/2021 06:45;658;0;658
02/07/2021 06:00;02/07/2021 07:00;661;0;661
02/07/2021 06:15;02/07/2021 07:15;722;0;722
02/07/2021 06:30;02/07/2021 07:30;700;0;700
02/07/2021 06:45;02/07/2021 07:45;757;0;757
02/07/2021 07:00;02/07/2021 08:00;711;0;711
02/07/2021 07:15;02/07/2021 08:15;744;0;744
02/07/2021 07:30;02/07/2021 08:30;735;0;735
02/07/2021 07:45;02/07/2021 08:45;667;0;667
02/07/2021 08:00;02/07/2021 09:00;685;0;685
02/07/2021 08:15;02/07/2021 09:15;656;0;656
02/07/2021 08:30;02/07/2021 09:30;610;0;610
02/07/2021 08:45;02/07/2021 09:45;662;0;662
02/07/2021 09:00;02/07/2021 10:00;703;0;703
02/07/2021 09:15;02/07/2021 10:15;685;0;685
02/07/2021 09:30;02/07/2021 10:30;724;0;724
02/07/2021 09:45;02/07/2021 10:45;615;0;615
02/07/2021 10:00;02/07/2021 11:00;696;0;696
02/07/2021 10:15;02/07/2021 11:15;638;0;638
02/07/2021 10:30;02/07/2021 11:30;618;0;618
02/07/2021 10:45;02/07/2021 11:45;702;0;702
02/07/2021 11:00;02/07/2021 12:00;580;0;580
02/07/2021 11:15;02/07/2021 12:15;594;0;594
02/07/2021 11:30;02/07/2021 12:30;530;0;530
02/07/2021 11:45;02/07/2021 12:45;496;0;496
02/07/2021 12:00;02/07/2021 13:00;330;0;330
02/07/2021 12:15;02/07/2021 13:15;534;0;534
02/07/2021 12:30;02/07/2021 13:30;464;0;464
02/07/2021 12:45;02/07/2021 13:45;475;0;475
02/07/2021 13:00;02/07/2021 14:00;368;0;368
02/07/2021 13:15;02/07/2021 14:15;266;0;266
02/07/2021 13:30;02/07/2021 14:30;500;0;500
02/07/2021 13:45;02/07/2021 14:45;331;0;331
02/07/2021 14:00;02/07/2021 15:00;373;0;373
02/07/2021 14:15;02/07/2021 15:15;456;0;456
02/07/2021 14:30;02/07/2021 15:30;334;0;334
02/07/2021 14:45;02/07/2021 15:45;265;0;265
02/07/2021 15:00;02/07/2021 16:00;181;0;181
02/07/2021 15:15;02/07/2021 16:15;239;0;239
02/07/2021 15:30;02/07/2021 16:30;223;0;223
02/07/2021 15:45;02/07/2021 16:45;258;0;258
02/07/2021 16:00;02/07/2021 17:00;233;0;233
02/07/2021 16:15;02/07/2021 17:15;257;0;257
02/07/2021 16:30;02/07/2021 17:30;297;0;297
02/07/2021 16:45;02/07/2021 17:45;283;0;283
02/07/2021 17:00;02/07/2021 18:00;289;0;289
02/07/2021 17:15;02/07/2021 18:15;332;0;332
02/07/2021 17:30;02/07/2021 18:30;328;0;328
02/07/2021 17:45;02/07/2021 18:45;360;0;360
02/07/2021 18:00;02/07/2021 19:00;386;0;386
02/07/2021 18:15;02/07/2021 19:15;406;0;406
02/07/2021 18:30;02/07/2021 19:30;436;0;436
02/07/2021 18:45;02/07/2021 19:45;479;0;479
02/07/2021 19:00;02/07/2021 20:00;501;0;501
02/07/2021 19:15;02/07/2021 20:15;519;0;519
02/07/2021 19:30;02/07/2021 20:30;633;0;633
02/07/2021 19:45;02/07/2021 20:45;660;0;660
02/07/2021 20:00;02/07/2021 21:00;670;0;670
02/07/2021 20:15;02/07/2021 21:15;658;0;658
02/07/2021 20:30;02/07/2021 21:30;681;0;681
02/07/2021 20:45;02/07/2021 21:45;701;0;701
02/07/2021 21:00;02/07/2021 22:00;691;0;691
02/07/2021 21:15;02/07/2021 22:15;689;0;689
02/07/2021 21:30;02/07/2021 22:30;707;0;707
02/07/2021 21:45;02/07/2021 22:45;683;0;683
02/07/2021 22:00;02/07/2021 23:00;711;0;711
02/07/2021 22:15;02/07/2021 23:15;669;0;669
02/07/2021 22:30;02/07/2021 23:30;658;0;658
02/07/2021 22:45;02/07/2021 23:45;658;0;658
02/07/2021 23:00;03/07/2021 00:00;663;0;663
02/07/2021 23:15;03/07/2021 00:15;664;0;664
02/07/2021 23:30;03/07/2021 00:30;633;0;633
02/07/2021 23:45;03/07/2021 00:45;642;0;642
03/07/2021 00:00;03/07/2021 01:00;664;0;664
03/07/2021 00:15;03/07/2021 01:15;645;0;645
03/07/2021 00:30;03/07/2021 01:30;651;0;651
03/07/2021 00:45;03/07/2021 01:45;626;0;626
03/07/2021 01:00;03/07/2021 02:00;585;0;585
03/07/2021 01:15;03/07/2021 02:15;654;0;654
03/07/2021 01:30;03/07/2021 02:30;630;0;630
03/07/2021 01:45;03/07/2021 02:45;621;0;621
03/07/2021 02:00;03/07/2021 03:00;614;0;614
03/07/2021 02:15;03/07/2021 03:15;608;0;608
03/07/2021 02:30;03/07/2021 03:30;591;0;591
03/07/2021 02:45;03/07/2021 03:45;616;0;616
03/07/2021 03:00;03/07/2021 04:00;590;0;590
03/07/2021 03:15;03/07/2021 04:15;602;0;602
03/07/2021 03:30;03/07/2021 04:30;634;0;634
03/07/2021 03:45;03/07/2021 04:45;583;0;583
03/07/2021 04:00;03/07/2021 05:00;606;0;606
03/07/2021 04:15;03/07/2021 05:15;611;0;611
03/07/2021 04:30;03/07/2021 05:30;593;0;593
03/07/2021 04:45;03/07/2021 05:45;598;0;598
03/07/2021 05:00;03/07/2021 06:00;613;0;613
03/07/2021 05:15;03/07/2021 06:15;614;0;614
03/07/2021 05:30;03/07/2021 06:30;587;0;587
03/07/2021 05:45;03/07/2021 06:45;629;0;629
03/07/2021 06:00;03/07/2021 07:00;609;0;609
03/07/2021 06:15;03/07/2021 07:15;645;0;645
03/07/2021 06:30;03/07/2021 07:30;610;0;610
03/07/2021 06:45;03/07/2021 07:45;572;0;572
03/07/2021 07:00;03/07/2021 08:00;496;0;496
03/07/2021 07:15;03/07/2021 08:15;497;0;497
03/07/2021 07:30;03/07/2021 08:30;534;0;534
03/07/2021 07:45;03/07/2021 08:45;570;0;570
03/07/2021 08:00;03/07/2021 09:00;615;0;615
03/07/2021 08:15;03/07/2021 09:15;549;0;549
03/07/2021 08:30;03/07/2021 09:30;516;0;516
03/07/2021 08:45;03/07/2021 09:45;569;0;569
03/07/2021 09:00;03/07/2021 10:00;628;0;628
03/07/2021 09:15;03/07/2021 10:15;622;0;622
03/07/2021 09:30;03/07/2021 10:30;663;0;663
03/07/2021 09:45;03/07/2021 10:45;617;0;617
03/07/2021 10:00;03/07/2021 11:00;581;0;581
03/07/2021 10:15;03/07/2021 11:15;549;0;549
03/07/2021 10:30;03/07/2021 11:30;556;0;556
03/07/2021 10:45;03/07/2021 11:45;592;0;592
03/07/2021 11:00;03/07/2021 12:00;507;0;507
03/07/2021 11:15;03/07/2021 12:15;465;0;465
03/07/2021 11:30;03/07/2021 12:30;326;0;326
03/07/2021 11:45;03/07/2021 12:45;197;0;197
03/07/2021 12:00;03/07/2021 13:00;201;0;201
03/07/2021 12:15;03/07/2021 13:15;142;-1;141
03/07/2021 12:30;03/07/2021 13:30;176;0;176
03/07/2021 12:45;03/07/2021 13:45;62;-6;56
03/07/2021 13:00;03/07/2021 14:00;134;-18;116
03/07/2021 13:15;03/07/2021 14:15;292;0;292
03/07/2021 13:30;03/07/2021 14:30;364;0;364
03/07/2021 13:45;03/07/2021 14:45;332;0;332
03/07/2021 14:00;03/07/2021 15:00;444;0;444
03/07/2021 14:15;03/07/2021 15:15;460;0;460
03/07/2021 14:30;03/07/2021 15:30;628;0;628
03/07/2021 14:45;03/07/2021 15:45;625;0;625
03/07/2021 15:00;03/07/2021 16:00;372;0;372
03/07/2021 15:15;03/07/2021 16:15;387;0;387
03/07/2021 15:30;03/07/2021 16:30;277;0;277
03/07/2021 15:45;03/07/2021 16:45;119;-40;79
03/07/2021 16:00;03/07/2021 17:00;390;0;390
03/07/2021 16:15;03/07/2021 17:15;442;0;442
03/07/2021 16:30;03/07/2021 17:30;485;0;485
03/07/2021 16:45;03/07/2021 17:45;534;0;534
03/07/2021 17:00;03/07/2021 18:00;569;0;569
03/07/2021 17:15;03/07/2021 18:15;590;0;590
03/07/2021 17:30;03/07/2021 18:30;579;0;579
03/07/2021 17:45;03/07/2021 18:45;575;0;575
03/07/2021 18:00;03/07/2021 19:00;607;0;607
03/07/2021 18:15;03/07/2021 19:15;518;0;518
03/07/2021 18:30;03/07/2021 19:30;605;0;605
03/07/2021 18:45;03/07/2021 19:45;567;0;567
03/07/2021 19:00;03/07/2021 20:00;581;0;581
03/07/2021 19:15;03/07/2021 20:15;610;0;610
03/07/2021 19:30;03/07/2021 20:30;617;0;617
03/07/2021 19:45;03/07/2021 20:45;648;0;648
03/07/2021 20:00;03/07/2021 21:00;599;0;599
03/07/2021 20:15;03/07/2021 21:15;608;0;608
03/07/2021 20:30;03/07/2021 21:30;633;0;633
03/07/2021 20:45;03/07/2021 21:45;629;0;629
03/07/2021 21:00;03/07/2021 22:00;654;0;654
03/07/2021 21:15;03/07/2021 22:15;666;0;666
03/07/2021 21:30;03/07/2021 22:30;645;0;645
03/07/2021 21:45;03/07/2021 22:45;691;0;691
03/07/2021 22:00;03/07/2021 23:00;650;0;650
03/07/2021 22:15;03/07/2021 23:15;625;0;625
03/07/2021 22:30;03/07/2021 23:30;682;0;682
03/07/2021 22:45;03/07/2021 23:45;620;0;620
03/07/2021 23:00;04/07/2021 00:00;664;0;664
03/07/2021 23:15;04/07/2021 00:15;670;0;670
03/07/2021 23:30;04/07/2021 00:30;649;0;649
03/07/2021 23:45;04/07/2021 00:45;653;0;653
04/07/2021 00:00;04/07/2021 01:00;670;0;670
04/07/2021 00:15;04/07/2021 01:15;637;0;637
04/07/2021 00:30;04/07/2021 01:30;623;0;623
04/07/2021 00:45;04/07/2021 01:45;650;0;650
04/07/2021 01:00;04/07/2021 02:00;627;0;627
04/07/2021 01:15;04/07/2021 02:15;636;0;636
04/07/2021 01:30;04/07/2021 02:30;658;0;658
04/07/2021 01:45;04/07/2021 02:45;646;0;646
04/07/2021 02:00;04/07/2021 03:00;629;0;629
04/07/2021 02:15;04/07/2021 03:15;633;0;633
04/07/2021 02:30;04/07/2021 03:30;632;0;632
04/07/2021 02:45;04/07/2021 03:45;626;0;626
04/07/2021 03:00;04/07/2021 04:00;626;0;626
04/07/2021 03:15;04/07/2021 04:15;611;0;611
04/07/2021 03:30;04/07/2021 04:30;660;0;660
04/07/2021 03:45;04/07/2021 04:45;620;0;620
04/07/2021 04:00;04/07/2021 05:00;620;0;620
04/07/2021 04:15;04/07/2021 05:15;640;0;640
04/07/2021 04:30;04/07/2021 05:30;605;0;605
04/07/2021 04:45;04/07/2021 05:45;581;0;581
04/07/2021 05:00;04/07/2021 06:00;588;0;588
04/07/2021 05:15;04/07/2021 06:15;619;0;619
04/07/2021 05:30;04/07/2021 06:30;592;0;592
04/07/2021 05:45;04/07/2021 06:45;568;0;568
04/07/2021 06:00;04/07/2021 07:00;591;0;591
04/07/2021 06:15;04/07/2021 07:15;576;0;576
04/07/2021 06:30;04/07/2021 07:30;571;0;571
04/07/2021 06:45;04/07/2021 07:45;545;0;545
04/07/2021 07:00;04/07/2021 08:00;528;0;528
04/07/2021 07:15;04/07/2021 08:15;504;0;504
04/07/2021 07:30;04/07/2021 08:30;489;0;489
04/07/2021 07:45;04/07/2021 08:45;430;0;430
04/07/2021 08:00;04/07/2021 09:00;416;0;416
04/07/2021 08:15;04/07/2021 09:15;409;0;409
04/07/2021 08:30;04/07/2021 09:30;312;0;312
04/07/2021 08:45;04/07/2021 09:45;434;0;434
04/07/2021 09:00;04/07/2021 10:00;451;0;451
04/07/2021 09:15;04/07/2021 10:15;395;0;395
04/07/2021 09:30;04/07/2021 10:30;294;0;294
04/07/2021 09:45;04/07/2021 10:45;86;0;86
04/07/2021 10:00;04/07/2021 11:00;265;0;265
04/07/2021 10:15;04/07/2021 11:15;261;0;261
04/07/2021 10:30;04/07/2021 11:30;296;0;296
04/07/2021 10:45;04/07/2021 11:45;199;0;199
04/07/2021 11:00;04/07/2021 12:00;250;0;250
04/07/2021 11:15;04/07/2021 12:15;280;0;280
04/07/2021 11:30;04/07/2021 12:30;322;0;322
04/07/2021 11:45;04/07/2021 12:45;326;0;326
04/07/2021 12:00;04/07/2021 13:00;415;0;415
04/07/2021 12:15;04/07/2021 13:15;436;0;436
04/07/2021 12:30;04/07/2021 13:30;406;0;406
04/07/2021 12:45;04/07/2021 13:45;367;0;367
04/07/2021 13:00;04/07/2021 14:00;248;0;248
04/07/2021 13:15;04/07/2021 14:15;342;0;342
04/07/2021 13:30;04/07/2021 14:30;361;0;361
04/07/2021 13:45;04/07/2021 14:45;434;0;434
04/07/2021 14:00;04/07/2021 15:00;463;0;463
04/07/2021 14:15;04/07/2021 15:15;475;0;475
04/07/2021 14:30;04/07/2021 15:30;481;0;481
04/07/2021 14:45;04/07/2021 15:45;515;0;515
04/07/2021 15:00;04/07/2021 16:00;572;0;572
04/07/2021 15:15;04/07/2021 16:15;517;0;517
04/07/2021 15:30;04/07/2021 16:30;436;0;436
04/07/2021 15:45;04/07/2021 16:45;445;0;445
04/07/2021 16:00;04/07/2021 17:00;453;0;453
04/07/2021 16:15;04/07/2021 17:15;440;0;440
04/07/2021 16:30;04/07/2021 17:30;428;0;428
04/07/2021 16:45;04/07/2021 17:45;441;0;441
04/07/2021 17:00;04/07/2021 18:00;521;0;521
04/07/2021 17:15;04/07/2021 18:15;502;0;502
04/07/2021 17:30;04/07/2021 18:30;475;0;475
04/07/2021 17:45;04/07/2021 18:45;531;0;531
04/07/2021 18:00;04/07/2021 19:00;527;0;527
04/07/2021 18:15;04/07/2021 19:15;573;0;573
04/07/2021 18:30;04/07/2021 19:30;557;0;557
04/07/2021 18:45;04/07/2021 19:45;561;0;561
04/07/2021 19:00;04/07/2021 20:00;568;0;568
04/07/2021 19:15;04/07/2021 20:15;618;0;618
04/07/2021 19:30;04/07/2021 20:30;606;0;606
04/07/2021 19:45;04/07/2021 20:45;585;0;585
04/07/2021 20:00;04/07/2021 21:00;572;0;572
04/07/2021 20:15;04/07/2021 21:15;581;0;581
04/07/2021 20:30;04/07/2021 21:30;605;0;605
04/07/2021 20:45;04/07/2021 21:45;607;0;607
04/07/2021 21:00;04/07/2021 22:00;648;0;648
04/07/2021 21:15;04/07/2021 22:15;641;0;641
04/07/2021 21:30;04/07/2021 22:30;669;0;669
04/07/2021 21:45;04/07/2021 22:45;624;0;624
04/07/2021 22:00;04/07/2021 23:00;667;0;667
04/07/2021 22:15;04/07/2021 23:15;620;0;620
04/07/2021 22:30;04/07/2021 23:30;642;0;642
04/07/2021 22:45;04/07/2021 23:45;610;0;610
04/07/2021 23:00;05/07/2021 00:00;620;0;620
04/07/2021 23:15;05/07/2021 00:15;632;0;632
04/07/2021 23:30;05/07/2021 00:30;645;0;645
04/07/2021 23:45;05/07/2021 00:45;641;0;641
05/07/2021 00:00;05/07/2021 01:00;619;0;619
05/07/2021 00:15;05/07/2021 01:15;580;0;580
05/07/2021 00:30;05/07/2021 01:30;655;0;655
05/07/2021 00:45;05/07/2021 01:45;631;0;631
05/07/2021 01:00;05/07/2021 02:00;627;0;627
05/07/2021 01:15;05/07/2021 02:15;637;0;637
05/07/2021 01:30;05/07/2021 02:30;568;0;568
05/07/2021 01:45;05/07/2021 02:45;647;0;647
05/07/2021 02:00;05/07/2021 03:00;613;0;613
05/07/2021 02:15;05/07/2021 03:15;594;0;594
05/07/2021 02:30;05/07/2021 03:30;601;0;601
05/07/2021 02:45;05/07/2021 03:45;623;0;623
05/07/2021 03:00;05/07/2021 04:00;588;0;588
05/07/2021 03:15;05/07/2021 04:15;600;0;600
05/07/2021 03:30;05/07/2021 04:30;580;0;580
05/07/2021 03:45;05/07/2021 04:45;617;0;617
05/07/2021 04:00;05/07/2021 05:00;608;0;608
05/07/2021 04:15;05/07/2021 05:15;612;0;612
05/07/2021 04:30;05/07/2021 05:30;612;0;612
05/07/2021 04:45;05/07/2021 05:45;573;0;573
05/07/2021 05:00;05/07/2021 06:00;597;0;597
05/07/2021 05:15;05/07/2021 06:15;665;0;665
05/07/2021 05:30;05/07/2021 06:30;667;0;667
05/07/2021 05:45;05/07/2021 06:45;651;0;651
05/07/2021 06:00;05/07/2021 07:00;723;0;723
05/07/2021 06:15;05/07/2021 07:15;718;0;718
05/07/2021 06:30;05/07/2021 07:30;743;0;743
05/07/2021 06:45;05/07/2021 07:45;704;0;704
05/07/2021 07:00;05/07/2021 08:00;674;0;674
05/07/2021 07:15;05/07/2021 08:15;751;0;751
05/07/2021 07:30;05/07/2021 08:30;698;0;698
05/07/2021 07:45;05/07/2021 08:45;580;0;580
05/07/2021 08:00;05/07/2021 09:00;620;0;620
05/07/2021 08:15;05/07/2021 09:15;677;0;677
05/07/2021 08:30;05/07/2021 09:30;532;0;532
05/07/2021 08:45;05/07/2021 09:45;634;0;634
05/07/2021 09:00;05/07/2021 10:00;667;0;667
05/07/2021 09:15;05/07/2021 10:15;653;0;653
05/07/2021 09:30;05/07/2021 10:30;642;0;642
05/07/2021 09:45;05/07/2021 10:45;455;0;455
05/07/2021 10:00;05/07/2021 11:00;553;0;553
05/07/2021 10:15;05/07/2021 11:15;628;0;628
05/07/2021 10:30;05/07/2021 11:30;680;0;680
05/07/2021 10:45;05/07/2021 11:45;628;0;628
05/07/2021 11:00;05/07/2021 12:00;689;0;689
05/07/2021 11:15;05/07/2021 12:15;699;0;699
05/07/2021 11:30;05/07/2021 12:30;768;0;768
05/07/2021 11:45;05/07/2021 12:45;776;0;776
05/07/2021 12:00;05/07/2021 13:00;560;0;560
05/07/2021 12:15;05/07/2021 13:15;477;0;477
05/07/2021 12:30;05/07/2021 13:30;676;0;676
05/07/2021 12:45;05/07/2021 13:45;744;0;744
05/07/2021 13:00;05/07/2021 14:00;671;0;671
05/07/2021 13:15;05/07/2021 14:15;501;0;501
05/07/2021 13:30;05/07/2021 14:30;452;0;452
05/07/2021 13:45;05/07/2021 14:45;407;0;407
05/07/2021 14:00;05/07/2021 15:00;319;-1;318
05/07/2021 14:15;05/07/2021 15:15;391;0;391
05/07/2021 14:30;05/07/2021 15:30;303;0;303
05/07/2021 14:45;05/07/2021 15:45;485;0;485
05/07/2021 15:00;05/07/2021 16:00;627;0;627
05/07/2021 15:15;05/07/2021 16:15;292;0;292
05/07/2021 15:30;05/07/2021 16:30;395;0;395
05/07/2021 15:45;05/07/2021 16:45;537;0;537
05/07/2021 16:00;05/07/2021 17:00;487;0;487
05/07/2021 16:15;05/07/2021 17:15;567;0;567
05/07/2021 16:30;05/07/2021 17:30;601;0;601
05/07/2021 16:45;05/07/2021 17:45;702;0;702
05/07/2021 17:00;05/07/2021 18:00;676;0;676
05/07/2021 17:15;05/07/2021 18:15;640;0;640
05/07/2021 17:30;05/07/2021 18:30;620;0;620
05/07/2021 17:45;05/07/2021 18:45;594;0;594
05/07/2021 18:00;05/07/2021 19:00;628;0;628
05/07/2021 18:15;05/07/2021 19:15;632;0;632
05/07/2021 18:30;05/07/2021 19:30;627;0;627
05/07/2021 18:45;05/07/2021 19:45;500;0;500
05/07/2021 19:00;05/07/2021 20:00;556;0;556
05/07/2021 19:15;05/07/2021 20:15;659;0;659
05/07/2021 19:30;05/07/2021 20:30;739;0;739
05/07/2021 19:45;05/07/2021 20:45;725;0;725
05/07/2021 20:00;05/07/2021 21:00;717;0;717
05/07/2021 20:15;05/07/2021 21:15;755;0;755
05/07/2021 20:30;05/07/2021 21:30;697;0;697
05/07/2021 20:45;05/07/2021 21:45;751;0;751
05/07/2021 21:00;05/07/2021 22:00;749;0;749
05/07/2021 21:15;05/07/2021 22:15;714;0;714
05/07/2021 21:30;05/07/2021 22:30;732;0;732
05/07/2021 21:45;05/07/2021 22:45;763;0;763
05/07/2021 22:00;05/07/2021 23:00;724;0;724
05/07/2021 22:15;05/07/2021 23:15;715;0;715
05/07/2021 22:30;05/07/2021 23:30;705;0;705
05/07/2021 22:45;05/07/2021 23:45;708;0;708
05/07/2021 23:00;06/07/2021 00:00;713;0;713
05/07/2021 23:15;06/07/2021 00:15;693;0;693
05/07/2021 23:30;06/07/2021 00:30;707;0;707
05/07/2021 23:45;06/07/2021 00:45;693;0;693
06/07/2021 00:00;06/07/2021 01:00;689;0;689
06/07/2021 00:15;06/07/2021 01:15;693;0;693
06/07/2021 00:30;06/07/2021 01:30;679;0;679
06/07/2021 00:45;06/07/2021 01:45;706;0;706
06/07/2021 01:00;06/07/2021 02:00;665;0;665
06/07/2021 01:15;06/07/2021 02:15;682;0;682
06/07/2021 01:30;06/07/2021 02:30;716;0;716
06/07/2021 01:45;06/07/2021 02:45;662;0;662
06/07/2021 02:00;06/07/2021 03:00;682;0;682
06/07/2021 02:15;06/07/2021 03:15;661;0;661
06/07/2021 02:30;06/07/2021 03:30;701;0;701
06/07/2021 02:45;06/07/2021 03:45;666;0;666
06/07/2021 03:00;06/07/2021 04:00;648;0;648
06/07/2021 03:15;06/07/2021 04:15;667;0;667
06/07/2021 03:30;06/07/2021 04:30;657;0;657
06/07/2021 03:45;06/07/2021 04:45;657;0;657
06/07/2021 04:00;06/07/2021 05:00;694;0;694
06/07/2021 04:15;06/07/2021 05:15;646;0;646
06/07/2021 04:30;06/07/2021 05:30;660;0;660
06/07/2021 04:45;06/07/2021 05:45;646;0;646
06/07/2021 05:00;06/07/2021 06:00;682;0;682
06/07/2021 05:15;06/07/2021 06:15;711;0;711
06/07/2021 05:30;06/07/2021 06:30;704;0;704
06/07/2021 05:45;06/07/2021 06:45;727;0;727
06/07/2021 06:00;06/07/2021 07:00;812;0;812
06/07/2021 06:15;06/07/2021 07:15;764;0;764
06/07/2021 06:30;06/07/2021 07:30;803;0;803
06/07/2021 06:45;06/07/2021 07:45;841;0;841
06/07/2021 07:00;06/07/2021 08:00;734;0;734
06/07/2021 07:15;06/07/2021 08:15;746;0;746
06/07/2021 07:30;06/07/2021 08:30;788;0;788
06/07/2021 07:45;06/07/2021 08:45;716;0;716
06/07/2021 08:00;06/07/2021 09:00;607;0;607
06/07/2021 08:15;06/07/2021 09:15;626;0;626
06/07/2021 08:30;06/07/2021 09:30;613;0;613
06/07/2021 08:45;06/07/2021 09:45;577;0;577
06/07/2021 09:00;06/07/2021 10:00;589;0;589
06/07/2021 09:15;06/07/2021 10:15;582;0;582
06/07/2021 09:30;06/07/2021 10:30;549;0;549
06/07/2021 09:45;06/07/2021 10:45;466;0;466
06/07/2021 10:00;06/07/2021 11:00;416;0;416
06/07/2021 10:15;06/07/2021 11:15;616;0;616
06/07/2021 10:30;06/07/2021 11:30;383;0;383
06/07/2021 10:45;06/07/2021 11:45;522;0;522
06/07/2021 11:00;06/07/2021 12:00;516;0;516
06/07/2021 11:15;06/07/2021 12:15;506;0;506
06/07/2021 11:30;06/07/2021 12:30;566;0;566
06/07/2021 11:45;06/07/2021 12:45;662;0;662
06/07/2021 12:00;06/07/2021 13:00;645;0;645
06/07/2021 12:15;06/07/2021 13:15;715;0;715
06/07/2021 12:30;06/07/2021 13:30;685;0;685
06/07/2021 12:45;06/07/2021 13:45;626;0;626
06/07/2021 13:00;06/07/2021 14:00;515;0;515
06/07/2021 13:15;06/07/2021 14:15;441;0;441
06/07/2021 13:30;06/07/2021 14:30;416;0;416
06/07/2021 13:45;06/07/2021 14:45;692;0;692
06/07/2021 14:00;06/07/2021 15:00;681;0;681
06/07/2021 14:15;06/07/2021 15:15;665;0;665
06/07/2021 14:30;06/07/2021 15:30;682;0;682
06/07/2021 14:45;06/07/2021 15:45;490;0;490
06/07/2021 15:00;06/07/2021 16:00;426;0;426
06/07/2021 15:15;06/07/2021 16:15;642;0;642
06/07/2021 15:30;06/07/2021 16:30;546;0;546
06/07/2021 15:45;06/07/2021 16:45;188;0;188
06/07/2021 16:00;06/07/2021 17:00;445;0;445
06/07/2021 16:15;06/07/2021 17:15;239;0;239
06/07/2021 16:30;06/07/2021 17:30;293;0;293
06/07/2021 16:45;06/07/2021 17:45;298;0;298
06/07/2021 17:00;06/07/2021 18:00;320;0;320
06/07/2021 17:15;06/07/2021 18:15;305;0;305
06/07/2021 17:30;06/07/2021 18:30;333;0;333
06/07/2021 17:45;06/07/2021 18:45;401;0;401
06/07/2021 18:00;06/07/2021 19:00;489;0;489
06/07/2021 18:15;06/07/2021 19:15;489;0;489
06/07/2021 18:30;06/07/2021 19:30;614;0;614
06/07/2021 18:45;06/07/2021 19:45;479;0;479
06/07/2021 19:00;06/07/2021 20:00;477;0;477
06/07/2021 19:15;06/07/2021 20:15;559;0;559
06/07/2021 19:30;06/07/2021 20:30;605;0;605
06/07/2021 19:45;06/07/2021 20:45;634;0;634
06/07/2021 20:00;06/07/2021 21:00;682;0;682
06/07/2021 20:15;06/07/2021 21:15;732;0;732
06/07/2021 20:30;06/07/2021 21:30;658;0;658
06/07/2021 20:45;06/07/2021 21:45;725;0;725
06/07/2021 21:00;06/07/2021 22:00;726;0;726
06/07/2021 21:15;06/07/2021 22:15;706;0;706
06/07/2021 21:30;06/07/2021 22:30;731;0;731
06/07/2021 21:45;06/07/2021 22:45;691;0;691
06/07/2021 22:00;06/07/2021 23:00;735;0;735
06/07/2021 22:15;06/07/2021 23:15;723;0;723
06/07/2021 22:30;06/07/2021 23:30;696;0;696
06/07/2021 22:45;06/07/2021 23:45;701;0;701
06/07/2021 23:00;07/07/2021 00:00;705;0;705
06/07/2021 23:15;07/07/2021 00:15;687;0;687
06/07/2021 23:30;07/07/2021 00:30;688;0;688
06/07/2021 23:45;07/07/2021 00:45;681;0;681
07/07/2021 00:00;07/07/2021 01:00;670;0;670
07/07/2021 00:15;07/07/2021 01:15;671;0;671
07/07/2021 00:30;07/07/2021 01:30;705;0;705
07/07/2021 00:45;07/07/2021 01:45;653;0;653
07/07/2021 01:00;07/07/2021 02:00;668;0;668
07/07/2021 01:15;07/07/2021 02:15;692;0;692
07/07/2021 01:30;07/07/2021 02:30;688;0;688
07/07/2021 01:45;07/07/2021 02:45;649;0;649
07/07/2021 02:00;07/07/2021 03:00;685;0;685
