WINTERTIJD;ZOMERTIJD;Leveren;Terugleveren;TOTAAL
01/01/2021 00:15;01/01/2021 00:15;530;0;530
01/01/2021 00:30;01/01/2021 00:30;521;0;521
01/01/2021 00:45;01/01/2021 00:45;533;0;533
01/01/2021 01:00;01/01/2021 01:00;526;0;526
01/01/2021 01:15;01/01/2021 01:15;529;0;529
01/01/2021 01:30;01/01/2021 01:30;520;0;520
01/01/2021 01:45;01/01/2021 01:45;537;0;537
01/01/2021 02:00;01/01/2021 02:00;539;0;539
01/01/2021 02:15;01/01/2021 02:15;542;0;542
01/01/2021 02:30;01/01/2021 02:30;532;0;532
01/01/2021 02:45;01/01/2021 02:45;525;0;525
01/01/2021 03:00;01/01/2021 03:00;535;0;535
01/01/2021 03:15;01/01/2021 03:15;512;0;512
01/01/2021 03:30;01/01/2021 03:30;531;0;531
01/01/2021 03:45;01/01/2021 03:45;519;0;519
01/01/2021 04:00;01/01/2021 04:00;535;0;535
01/01/2021 04:15;01/01/2021 04:15;530;0;530
01/01/2021 04:30;01/01/2021 04:30;530;0;530
01/01/2021 04:45;01/01/2021 04:45;525;0;525
01/01/2021 05:00;01/01/2021 05:00;525;0;525
01/01/2021 05:15;01/01/2021 05:15;507;0;507
01/01/2021 05:30;01/01/2021 05:30;491;0;491
01/01/2021 05:45;01/01/2021 05:45;533;0;533
01/01/2021 06:00;01/01/2021 06:00;523;0;523
01/01/2021 06:15;01/01/2021 06:15;511;0;511
01/01/2021 06:30;01/01/2021 06:30;537;0;537
01/01/2021 06:45;01/01/2021 06:45;541;0;541
01/01/2021 07:00;01/01/2021 07:00;527;0;527
01/01/2021 07:15;01/01/2021 07:15;523;0;523
01/01/2021 07:30;01/01/2021 07:30;507;0;507
01/01/2021 07:45;01/01/2021 07:45;497;0;497
01/01/2021 08:00;01/01/2021 08:00;514;0;514
01/01/2021 08:15;01/01/2021 08:15;493;0;493
01/01/2021 08:30;01/01/2021 08:30;535;0;535
01/01/2021 08:45;01/01/2021 08:45;519;0;519
01/01/2021 09:00;01/01/2021 09:00;513;0;513
01/01/2021 09:15;01/01/2021 09:15;476;0;476
01/01/2021 09:30;01/01/2021 09:30;473;0;473
01/01/2021 09:45;01/01/2021 09:45;485;0;485
01/01/2021 10:00;01/01/2021 10:00;484;0;484
01/01/2021 10:15;01/01/2021 10:15;495;0;495
01/01/2021 10:30;01/01/2021 10:30;474;0;474
01/01/2021 10:45;01/01/2021 10:45;449;0;449
01/01/2021 11:00;01/01/2021 11:00;425;0;425
01/01/2021 11:15;01/01/2021 11:15;398;0;398
01/01/2021 11:30;01/01/2021 11:30;409;0;409
01/01/2021 11:45;01/01/2021 11:45;284;0;284
01/01/2021 12:00;01/01/2021 12:00;216;0;216
01/01/2021 12:15;01/01/2021 12:15;324;0;324
01/01/2021 12:30;01/01/2021 12:30;435;0;435
01/01/2021 12:45;01/01/2021 12:45;445;0;445
01/01/2021 13:00;01/01/2021 13:00;387;0;387
01/01/2021 13:15;01/01/2021 13:15;371;0;371
01/01/2021 13:30;01/01/2021 13:30;361;0;361
01/01/2021 13:45;01/01/2021 13:45;437;0;437
01/01/2021 14:00;01/01/2021 14:00;436;0;436
01/01/2021 14:15;01/01/2021 14:15;445;0;445
01/01/2021 14:30;01/01/2021 14:30;441;0;441
01/01/2021 14:45;01/01/2021 14:45;436;0;436
01/01/2021 15:00;01/01/2021 15:00;406;0;406
01/01/2021 15:15;01/01/2021 15:15;416;0;416
01/01/2021 15:30;01/01/2021 15:30;388;0;388
01/01/2021 15:45;01/01/2021 15:45;428;0;428
01/01/2021 16:00;01/01/2021 16:00;452;0;452
01/01/2021 16:15;01/01/2021 16:15;456;0;456
01/01/2021 16:30;01/01/2021 16:30;472;0;472
01/01/2021 16:45;01/01/2021 16:45;468;0;468
01/01/2021 17:00;01/01/2021 17:00;486;0;486
01/01/2021 17:15;01/01/2021 17:15;454;0;454
01/01/2021 17:30;01/01/2021 17:30;475;0;475
01/01/2021 17:45;01/01/2021 17:45;488;0;488
01/01/2021 18:00;01/01/2021 18:00;478;0;478
01/01/2021 18:15;01/01/2021 18:15;489;0;489
01/01/2021 18:30;01/01/2021 18:30;483;0;483
01/01/2021 18:45;01/01/2021 18:45;486;0;486
01/01/2021 19:00;01/01/2021 19:00;474;0;474
01/01/2021 19:15;01/01/2021 19:15;495;0;495
01/01/2021 19:30;01/01/2021 19:30;472;0;472
01/01/2021 19:45;01/01/2021 19:45;468;0;468
01/01/2021 20:00;01/01/2021 20:00;476;0;476
01/01/2021 20:15;01/01/2021 20:15;481;0;481
01/01/2021 20:30;01/01/2021 20:30;496;0;496
01/01/2021 20:45;01/01/2021 20:45;487;0;487
01/01/2021 21:00;01/01/2021 21:00;510;0;510
01/01/2021 21:15;01/01/2021 21:15;530;0;530
01/01/2021 21:30;01/01/2021 21:30;540;0;540
01/01/2021 21:45;01/01/2021 21:45;500;0;500
01/01/2021 22:00;01/01/2021 22:00;523;0;523
01/01/2021 22:15;01/01/2021 22:15;542;0;542
01/01/2021 22:30;01/01/2021 22:30;513;0;513
01/01/2021 22:45;01/01/2021 22:45;521;0;521
01/01/2021 23:00;01/01/2021 23:00;519;0;519
01/01/2021 23:15;01/01/2021 23:15;534;0;534
01/01/2021 23:30;01/01/2021 23:30;543;0;543
01/01/2021 23:45;01/01/2021 23:45;528;0;528
02/01/2021 00:00;02/01/2021 00:00;524;0;524
02/01/2021 00:15;02/01/2021 00:15;536;0;536
02/01/2021 00:30;02/01/2021 00:30;560;0;560
02/01/2021 00:45;02/01/2021 00:45;534;0;534
02/01/2021 01:00;02/01/2021 01:00;531;0;531
02/01/2021 01:15;02/01/2021 01:15;527;0;527
02/01/2021 01:30;02/01/2021 01:30;532;0;532
02/01/2021 01:45;02/01/2021 01:45;530;0;530
02/01/2021 02:00;02/01/2021 02:00;534;0;534
02/01/2021 02:15;02/01/2021 02:15;533;0;533
02/01/2021 02:30;02/01/2021 02:30;546;0;546
02/01/2021 02:45;02/01/2021 02:45;542;0;542
02/01/2021 03:00;02/01/2021 03:00;530;0;530
02/01/2021 03:15;02/01/2021 03:15;512;0;512
02/01/2021 03:30;02/01/2021 03:30;542;0;542
02/01/2021 03:45;02/01/2021 03:45;526;0;526
02/01/2021 04:00;02/01/2021 04:00;536;0;536
02/01/2021 04:15;02/01/2021 04:15;537;0;537
02/01/2021 04:30;02/01/2021 04:30;525;0;525
02/01/2021 04:45;02/01/2021 04:45;521;0;521
02/01/2021 05:00;02/01/2021 05:00;524;0;524
02/01/2021 05:15;02/01/2021 05:15;515;0;515
02/01/2021 05:30;02/01/2021 05:30;518;0;518
02/01/2021 05:45;02/01/2021 05:45;524;0;524
02/01/2021 06:00;02/01/2021 06:00;512;0;512
02/01/2021 06:15;02/01/2021 06:15;515;0;515
02/01/2021 06:30;02/01/2021 06:30;509;0;509
02/01/2021 06:45;02/01/2021 06:45;526;0;526
02/01/2021 07:00;02/01/2021 07:00;526;0;526
02/01/2021 07:15;02/01/2021 07:15;551;0;551
02/01/2021 07:30;02/01/2021 07:30;536;0;536
02/01/2021 07:45;02/01/2021 07:45;535;0;535
02/01/2021 08:00;02/01/2021 08:00;551;0;551
02/01/2021 08:15;02/01/2021 08:15;552;0;552
02/01/2021 08:30;02/01/2021 08:30;554;0;554
02/01/2021 08:45;02/01/2021 08:45;537;0;537
02/01/2021 09:00;02/01/2021 09:00;533;0;533
02/01/2021 09:15;02/01/2021 09:15;493;0;493
02/01/2021 09:30;02/01/2021 09:30;513;0;513
02/01/2021 09:45;02/01/2021 09:45;498;0;498
02/01/2021 10:00;02/01/2021 10:00;515;0;515
02/01/2021 10:15;02/01/2021 10:15;487;0;487
02/01/2021 10:30;02/01/2021 10:30;491;0;491
02/01/2021 10:45;02/01/2021 10:45;432;0;432
02/01/2021 11:00;02/01/2021 11:00;433;0;433
02/01/2021 11:15;02/01/2021 11:15;358;0;358
02/01/2021 11:30;02/01/2021 11:30;284;0;284
02/01/2021 11:45;02/01/2021 11:45;246;0;246
02/01/2021 12:00;02/01/2021 12:00;454;0;454
02/01/2021 12:15;02/01/2021 12:15;311;0;311
02/01/2021 12:30;02/01/2021 12:30;219;0;219
02/01/2021 12:45;02/01/2021 12:45;190;0;190
02/01/2021 13:00;02/01/2021 13:00;194;0;194
02/01/2021 13:15;02/01/2021 13:15;231;0;231
02/01/2021 13:30;02/01/2021 13:30;197;0;197
02/01/2021 13:45;02/01/2021 13:45;91;0;91
02/01/2021 14:00;02/01/2021 14:00;351;0;351
02/01/2021 14:15;02/01/2021 14:15;432;0;432
02/01/2021 14:30;02/01/2021 14:30;433;0;433
02/01/2021 14:45;02/01/2021 14:45;439;0;439
02/01/2021 15:00;02/01/2021 15:00;455;0;455
02/01/2021 15:15;02/01/2021 15:15;453;0;453
02/01/2021 15:30;02/01/2021 15:30;435;0;435
02/01/2021 15:45;02/01/2021 15:45;383;0;383
02/01/2021 16:00;02/01/2021 16:00;445;0;445
02/01/2021 16:15;02/01/2021 16:15;437;0;437
02/01/2021 16:30;02/01/2021 16:30;483;0;483
02/01/2021 16:45;02/01/2021 16:45;490;0;490
02/01/2021 17:00;02/01/2021 17:00;483;0;483
02/01/2021 17:15;02/01/2021 17:15;479;0;479
02/01/2021 17:30;02/01/2021 17:30;472;0;472
02/01/2021 17:45;02/01/2021 17:45;480;0;480
02/01/2021 18:00;02/01/2021 18:00;475;0;475
02/01/2021 18:15;02/01/2021 18:15;490;0;490
02/01/2021 18:30;02/01/2021 18:30;488;0;488
02/01/2021 18:45;02/01/2021 18:45;501;0;501
02/01/2021 19:00;02/01/2021 19:00;498;0;498
02/01/2021 19:15;02/01/2021 19:15;516;0;516
02/01/2021 19:30;02/01/2021 19:30;487;0;487
02/01/2021 19:45;02/01/2021 19:45;491;0;491
02/01/2021 20:00;02/01/2021 20:00;480;0;480
02/01/2021 20:15;02/01/2021 20:15;505;0;505
02/01/2021 20:30;02/01/2021 20:30;509;0;509
02/01/2021 20:45;02/01/2021 20:45;494;0;494
02/01/2021 21:00;02/01/2021 21:00;497;0;497
02/01/2021 21:15;02/01/2021 21:15;527;0;527
02/01/2021 21:30;02/01/2021 21:30;532;0;532
02/01/2021 21:45;02/01/2021 21:45;516;0;516
02/01/2021 22:00;02/01/2021 22:00;508;0;508
02/01/2021 22:15;02/01/2021 22:15;539;0;539
02/01/2021 22:30;02/01/2021 22:30;524;0;524
02/01/2021 22:45;02/01/2021 22:45;516;0;516
02/01/2021 23:00;02/01/2021 23:00;525;0;525
02/01/2021 23:15;02/01/2021 23:15;523;0;523
02/01/2021 23:30;02/01/2021 23:30;517;0;517
02/01/2021 23:45;02/01/2021 23:45;513;0;513
03/01/2021 00:00;03/01/2021 00:00;516;0;516
03/01/2021 00:15;03/01/2021 00:15;533;0;533
03/01/2021 00:30;03/01/2021 00:30;533;0;533
03/01/2021 00:45;03/01/2021 00:45;536;0;536
03/01/2021 01:00;03/01/2021 01:00;511;0;511
03/01/2021 01:15;03/01/2021 01:15;516;0;516
03/01/2021 01:30;03/01/2021 01:30;526;0;526
03/01/2021 01:45;03/01/2021 01:45;524;0;524
03/01/2021 02:00;03/01/2021 02:00;510;0;510
03/01/2021 02:15;03/01/2021 02:15;517;0;517
03/01/2021 02:30;03/01/2021 02:30;514;0;514
03/01/2021 02:45;03/01/2021 02:45;514;0;514
03/01/2021 03:00;03/01/2021 03:00;518;0;518
03/01/2021 03:15;03/01/2021 03:15;504;0;504
03/01/2021 03:30;03/01/2021 03:30;530;0;530
03/01/2021 03:45;03/01/2021 03:45;507;0;507
03/01/2021 04:00;03/01/2021 04:00;520;0;520
03/01/2021 04:15;03/01/2021 04:15;521;0;521
03/01/2021 04:30;03/01/2021 04:30;516;0;516
03/01/2021 04:45;03/01/2021 04:45;521;0;521
03/01/2021 05:00;03/01/2021 05:00;524;0;524
03/01/2021 05:15;03/01/2021 05:15;515;0;515
03/01/2021 05:30;03/01/2021 05:30;510;0;510
03/01/2021 05:45;03/01/2021 05:45;501;0;501
03/01/2021 06:00;03/01/2021 06:00;494;0;494
03/01/2021 06:15;03/01/2021 06:15;506;0;506
03/01/2021 06:30;03/01/2021 06:30;518;0;518
03/01/2021 06:45;03/01/2021 06:45;511;0;511
03/01/2021 07:00;03/01/2021 07:00;518;0;518
03/01/2021 07:15;03/01/2021 07:15;511;0;511
03/01/2021 07:30;03/01/2021 07:30;512;0;512
03/01/2021 07:45;03/01/2021 07:45;497;0;497
03/01/2021 08:00;03/01/2021 08:00;514;0;514
03/01/2021 08:15;03/01/2021 08:15;504;0;504
03/01/2021 08:30;03/01/2021 08:30;511;0;511
03/01/2021 08:45;03/01/2021 08:45;500;0;500
03/01/2021 09:00;03/01/2021 09:00;502;0;502
03/01/2021 09:15;03/01/2021 09:15;485;0;485
03/01/2021 09:30;03/01/2021 09:30;486;0;486
03/01/2021 09:45;03/01/2021 09:45;477;0;477
03/01/2021 10:00;03/01/2021 10:00;480;0;480
03/01/2021 10:15;03/01/2021 10:15;472;0;472
03/01/2021 10:30;03/01/2021 10:30;491;0;491
03/01/2021 10:45;03/01/2021 10:45;465;0;465
03/01/2021 11:00;03/01/2021 11:00;458;0;458
03/01/2021 11:15;03/01/2021 11:15;442;0;442
03/01/2021 11:30;03/01/2021 11:30;420;0;420
03/01/2021 11:45;03/01/2021 11:45;425;0;425
03/01/2021 12:00;03/01/2021 12:00;422;0;422
03/01/2021 12:15;03/01/2021 12:15;394;0;394
03/01/2021 12:30;03/01/2021 12:30;369;0;369
03/01/2021 12:45;03/01/2021 12:45;390;0;390
03/01/2021 13:00;03/01/2021 13:00;391;0;391
03/01/2021 13:15;03/01/2021 13:15;420;0;420
03/01/2021 13:30;03/01/2021 13:30;413;0;413
03/01/2021 13:45;03/01/2021 13:45;444;0;444
03/01/2021 14:00;03/01/2021 14:00;436;0;436
03/01/2021 14:15;03/01/2021 14:15;455;0;455
03/01/2021 14:30;03/01/2021 14:30;436;0;436
03/01/2021 14:45;03/01/2021 14:45;442;0;442
03/01/2021 15:00;03/01/2021 15:00;407;0;407
03/01/2021 15:15;03/01/2021 15:15;455;0;455
03/01/2021 15:30;03/01/2021 15:30;448;0;448
03/01/2021 15:45;03/01/2021 15:45;464;0;464
03/01/2021 16:00;03/01/2021 16:00;459;0;459
03/01/2021 16:15;03/01/2021 16:15;480;0;480
03/01/2021 16:30;03/01/2021 16:30;471;0;471
03/01/2021 16:45;03/01/2021 16:45;477;0;477
03/01/2021 17:00;03/01/2021 17:00;492;0;492
03/01/2021 17:15;03/01/2021 17:15;471;0;471
03/01/2021 17:30;03/01/2021 17:30;480;0;480
03/01/2021 17:45;03/01/2021 17:45;481;0;481
03/01/2021 18:00;03/01/2021 18:00;482;0;482
03/01/2021 18:15;03/01/2021 18:15;483;0;483
03/01/2021 18:30;03/01/2021 18:30;488;0;488
03/01/2021 18:45;03/01/2021 18:45;484;0;484
03/01/2021 19:00;03/01/2021 19:00;486;0;486
03/01/2021 19:15;03/01/2021 19:15;484;0;484
03/01/2021 19:30;03/01/2021 19:30;505;0;505
03/01/2021 19:45;03/01/2021 19:45;494;0;494
03/01/2021 20:00;03/01/2021 20:00;494;0;494
03/01/2021 20:15;03/01/2021 20:15;501;0;501
03/01/2021 20:30;03/01/2021 20:30;513;0;513
03/01/2021 20:45;03/01/2021 20:45;514;0;514
03/01/2021 21:00;03/01/2021 21:00;502;0;502
03/01/2021 21:15;03/01/2021 21:15;511;0;511
03/01/2021 21:30;03/01/2021 21:30;524;0;524
03/01/2021 21:45;03/01/2021 21:45;505;0;505
03/01/2021 22:00;03/01/2021 22:00;507;0;507
03/01/2021 22:15;03/01/2021 22:15;530;0;530
03/01/2021 22:30;03/01/2021 22:30;521;0;521
03/01/2021 22:45;03/01/2021 22:45;528;0;528
03/01/2021 23:00;03/01/2021 23:00;522;0;522
03/01/2021 23:15;03/01/2021 23:15;510;0;510
03/01/2021 23:30;03/01/2021 23:30;520;0;520
03/01/2021 23:45;03/01/2021 23:45;520;0;520
04/01/2021 00:00;04/01/2021 00:00;522;0;522
04/01/2021 00:15;04/01/2021 00:15;529;0;529
04/01/2021 00:30;04/01/2021 00:30;525;0;525
04/01/2021 00:45;04/01/2021 00:45;514;0;514
04/01/2021 01:00;04/01/2021 01:00;504;0;504
04/01/2021 01:15;04/01/2021 01:15;530;0;530
04/01/2021 01:30;04/01/2021 01:30;535;0;535
04/01/2021 01:45;04/01/2021 01:45;516;0;516
04/01/2021 02:00;04/01/2021 02:00;488;0;488
04/01/2021 02:15;04/01/2021 02:15;533;0;533
04/01/2021 02:30;04/01/2021 02:30;498;0;498
04/01/2021 02:45;04/01/2021 02:45;514;0;514
04/01/2021 03:00;04/01/2021 03:00;517;0;517
04/01/2021 03:15;04/01/2021 03:15;508;0;508
04/01/2021 03:30;04/01/2021 03:30;514;0;514
04/01/2021 03:45;04/01/2021 03:45;527;0;527
04/01/2021 04:00;04/01/2021 04:00;518;0;518
04/01/2021 04:15;04/01/2021 04:15;522;0;522
04/01/2021 04:30;04/01/2021 04:30;509;0;509
04/01/2021 04:45;04/01/2021 04:45;521;0;521
04/01/2021 05:00;04/01/2021 05:00;503;0;503
04/01/2021 05:15;04/01/2021 05:15;515;0;515
04/01/2021 05:30;04/01/2021 05:30;510;0;510
04/01/2021 05:45;04/01/2021 05:45;510;0;510
04/01/2021 06:00;04/01/2021 06:00;521;0;521
04/01/2021 06:15;04/01/2021 06:15;568;0;568
04/01/2021 06:30;04/01/2021 06:30;573;0;573
04/01/2021 06:45;04/01/2021 06:45;591;0;591
04/01/2021 07:00;04/01/2021 07:00;619;0;619
04/01/2021 07:15;04/01/2021 07:15;638;0;638
04/01/2021 07:30;04/01/2021 07:30;665;0;665
04/01/2021 07:45;04/01/2021 07:45;667;0;667
04/01/2021 08:00;04/01/2021 08:00;684;0;684
04/01/2021 08:15;04/01/2021 08:15;692;0;692
04/01/2021 08:30;04/01/2021 08:30;695;0;695
04/01/2021 08:45;04/01/2021 08:45;681;0;681
04/01/2021 09:00;04/01/2021 09:00;692;0;692
04/01/2021 09:15;04/01/2021 09:15;658;0;658
04/01/2021 09:30;04/01/2021 09:30;685;0;685
04/01/2021 09:45;04/01/2021 09:45;647;0;647
04/01/2021 10:00;04/01/2021 10:00;602;0;602
04/01/2021 10:15;04/01/2021 10:15;600;0;600
04/01/2021 10:30;04/01/2021 10:30;590;0;590
04/01/2021 10:45;04/01/2021 10:45;630;0;630
04/01/2021 11:00;04/01/2021 11:00;588;0;588
04/01/2021 11:15;04/01/2021 11:15;586;0;586
04/01/2021 11:30;04/01/2021 11:30;599;0;599
04/01/2021 11:45;04/01/2021 11:45;597;0;597
04/01/2021 12:00;04/01/2021 12:00;593;0;593
04/01/2021 12:15;04/01/2021 12:15;620;0;620
04/01/2021 12:30;04/01/2021 12:30;571;0;571
04/01/2021 12:45;04/01/2021 12:45;565;0;565
04/01/2021 13:00;04/01/2021 13:00;536;0;536
04/01/2021 13:15;04/01/2021 13:15;616;0;616
04/01/2021 13:30;04/01/2021 13:30;626;0;626
04/01/2021 13:45;04/01/2021 13:45;617;0;617
04/01/2021 14:00;04/01/2021 14:00;594;0;594
04/01/2021 14:15;04/01/2021 14:15;556;0;556
04/01/2021 14:30;04/01/2021 14:30;599;0;599
04/01/2021 14:45;04/01/2021 14:45;607;0;607
04/01/2021 15:00;04/01/2021 15:00;592;0;592
04/01/2021 15:15;04/01/2021 15:15;597;0;597
04/01/2021 15:30;04/01/2021 15:30;634;0;634
04/01/2021 15:45;04/01/2021 15:45;631;0;631
04/01/2021 16:00;04/01/2021 16:00;633;0;633
04/01/2021 16:15;04/01/2021 16:15;615;0;615
04/01/2021 16:30;04/01/2021 16:30;628;0;628
04/01/2021 16:45;04/01/2021 16:45;632;0;632
04/01/2021 17:00;04/01/2021 17:00;620;0;620
04/01/2021 17:15;04/01/2021 17:15;618;0;618
04/01/2021 17:30;04/01/2021 17:30;598;0;598
04/01/2021 17:45;04/01/2021 17:45;605;0;605
04/01/2021 18:00;04/01/2021 18:00;601;0;601
04/01/2021 18:15;04/01/2021 18:15;605;0;605
04/01/2021 18:30;04/01/2021 18:30;599;0;599
04/01/2021 18:45;04/01/2021 18:45;601;0;601
04/01/2021 19:00;04/01/2021 19:00;608;0;608
04/01/2021 19:15;04/01/2021 19:15;596;0;596
04/01/2021 19:30;04/01/2021 19:30;589;0;589
04/01/2021 19:45;04/01/2021 19:45;581;0;581
04/01/2021 20:00;04/01/2021 20:00;584;0;584
04/01/2021 20:15;04/01/2021 20:15;571;0;571
04/01/2021 20:30;04/01/2021 20:30;563;0;563
04/01/2021 20:45;04/01/2021 20:45;577;0;577
04/01/2021 21:00;04/01/2021 21:00;586;0;586
04/01/2021 21:15;04/01/2021 21:15;590;0;590
04/01/2021 21:30;04/01/2021 21:30;570;0;570
04/01/2021 21:45;04/01/2021 21:45;609;0;609
04/01/2021 22:00;04/01/2021 22:00;561;0;561
04/01/2021 22:15;04/01/2021 22:15;577;0;577
04/01/2021 22:30;04/01/2021 22:30;591;0;591
04/01/2021 22:45;04/01/2021 22:45;580;0;580
04/01/2021 23:00;04/01/2021 23:00;588;0;588
04/01/2021 23:15;04/01/2021 23:15;581;0;581
04/01/2021 23:30;04/01/2021 23:30;602;0;602
04/01/2021 23:45;04/01/2021 23:45;584;0;584
05/01/2021 00:00;05/01/2021 00:00;598;0;598
05/01/2021 00:15;05/01/2021 00:15;576;0;576
05/01/2021 00:30;05/01/2021 00:30;567;0;567
05/01/2021 00:45;05/01/2021 00:45;570;0;570
05/01/2021 01:00;05/01/2021 01:00;556;0;556
05/01/2021 01:15;05/01/2021 01:15;564;0;564
05/01/2021 01:30;05/01/2021 01:30;566;0;566
05/01/2021 01:45;05/01/2021 01:45;592;0;592
05/01/2021 02:00;05/01/2021 02:00;563;0;563
05/01/2021 02:15;05/01/2021 02:15;566;0;566
05/01/2021 02:30;05/01/2021 02:30;563;0;563
05/01/2021 02:45;05/01/2021 02:45;549;0;549
05/01/2021 03:00;05/01/2021 03:00;590;0;590
05/01/2021 03:15;05/01/2021 03:15;547;0;547
05/01/2021 03:30;05/01/2021 03:30;563;0;563
05/01/2021 03:45;05/01/2021 03:45;541;0;541
05/01/2021 04:00;05/01/2021 04:00;541;0;541
05/01/2021 04:15;05/01/2021 04:15;556;0;556
05/01/2021 04:30;05/01/2021 04:30;559;0;559
05/01/2021 04:45;05/01/2021 04:45;547;0;547
05/01/2021 05:00;05/01/2021 05:00;547;0;547
05/01/2021 05:15;05/01/2021 05:15;553;0;553
05/01/2021 05:30;05/01/2021 05:30;549;0;549
05/01/2021 05:45;05/01/2021 05:45;561;0;561
05/01/2021 06:00;05/01/2021 06:00;580;0;580
05/01/2021 06:15;05/01/2021 06:15;589;0;589
05/01/2021 06:30;05/01/2021 06:30;598;0;598
05/01/2021 06:45;05/01/2021 06:45;610;0;610
05/01/2021 07:00;05/01/2021 07:00;619;0;619
05/01/2021 07:15;05/01/2021 07:15;638;0;638
05/01/2021 07:30;05/01/2021 07:30;643;0;643
05/01/2021 07:45;05/01/2021 07:45;665;0;665
05/01/2021 08:00;05/01/2021 08:00;684;0;684
05/01/2021 08:15;05/01/2021 08:15;705;0;705
05/01/2021 08:30;05/01/2021 08:30;704;0;704
05/01/2021 08:45;05/01/2021 08:45;697;0;697
05/01/2021 09:00;05/01/2021 09:00;696;0;696
05/01/2021 09:15;05/01/2021 09:15;681;0;681
05/01/2021 09:30;05/01/2021 09:30;681;0;681
05/01/2021 09:45;05/01/2021 09:45;656;0;656
05/01/2021 10:00;05/01/2021 10:00;657;0;657
05/01/2021 10:15;05/01/2021 10:15;650;0;650
05/01/2021 10:30;05/01/2021 10:30;640;0;640
05/01/2021 10:45;05/01/2021 10:45;628;0;628
05/01/2021 11:00;05/01/2021 11:00;612;0;612
05/01/2021 11:15;05/01/2021 11:15;583;0;583
05/01/2021 11:30;05/01/2021 11:30;526;0;526
05/01/2021 11:45;05/01/2021 11:45;555;0;555
05/01/2021 12:00;05/01/2021 12:00;601;0;601
05/01/2021 12:15;05/01/2021 12:15;616;0;616
05/01/2021 12:30;05/01/2021 12:30;574;0;574
05/01/2021 12:45;05/01/2021 12:45;593;0;593
05/01/2021 13:00;05/01/2021 13:00;621;0;621
05/01/2021 13:15;05/01/2021 13:15;588;0;588
05/01/2021 13:30;05/01/2021 13:30;609;0;609
05/01/2021 13:45;05/01/2021 13:45;634;0;634
05/01/2021 14:00;05/01/2021 14:00;640;0;640
05/01/2021 14:15;05/01/2021 14:15;613;0;613
05/01/2021 14:30;05/01/2021 14:30;610;0;610
05/01/2021 14:45;05/01/2021 14:45;600;0;600
05/01/2021 15:00;05/01/2021 15:00;590;0;590
05/01/2021 15:15;05/01/2021 15:15;620;0;620
05/01/2021 15:30;05/01/2021 15:30;651;0;651
05/01/2021 15:45;05/01/2021 15:45;648;0;648
05/01/2021 16:00;05/01/2021 16:00;643;0;643
05/01/2021 16:15;05/01/2021 16:15;642;0;642
05/01/2021 16:30;05/01/2021 16:30;623;0;623
05/01/2021 16:45;05/01/2021 16:45;624;0;624
05/01/2021 17:00;05/01/2021 17:00;612;0;612
05/01/2021 17:15;05/01/2021 17:15;610;0;610
05/01/2021 17:30;05/01/2021 17:30;609;0;609
05/01/2021 17:45;05/01/2021 17:45;584;0;584
05/01/2021 18:00;05/01/2021 18:00;603;0;603
05/01/2021 18:15;05/01/2021 18:15;607;0;607
05/01/2021 18:30;05/01/2021 18:30;592;0;592
05/01/2021 18:45;05/01/2021 18:45;597;0;597
05/01/2021 19:00;05/01/2021 19:00;585;0;585
05/01/2021 19:15;05/01/2021 19:15;590;0;590
05/01/2021 19:30;05/01/2021 19:30;579;0;579
05/01/2021 19:45;05/01/2021 19:45;577;0;577
05/01/2021 20:00;05/01/2021 20:00;550;0;550
05/01/2021 20:15;05/01/2021 20:15;575;0;575
05/01/2021 20:30;05/01/2021 20:30;580;0;580
05/01/2021 20:45;05/01/2021 20:45;576;0;576
05/01/2021 21:00;05/01/2021 21:00;557;0;557
05/01/2021 21:15;05/01/2021 21:15;584;0;584
05/01/2021 21:30;05/01/2021 21:30;577;0;577
05/01/2021 21:45;05/01/2021 21:45;567;0;567
05/01/2021 22:00;05/01/2021 22:00;573;0;573
05/01/2021 22:15;05/01/2021 22:15;585;0;585
05/01/2021 22:30;05/01/2021 22:30;564;0;564
05/01/2021 22:45;05/01/2021 22:45;571;0;571
05/01/2021 23:00;05/01/2021 23:00;571;0;571
05/01/2021 23:15;05/01/2021 23:15;567;0;567
05/01/2021 23:30;05/01/2021 23:30;574;0;574
05/01/2021 23:45;05/01/2021 23:45;568;0;568
06/01/2021 00:00;06/01/2021 00:00;564;0;564
06/01/2021 00:15;06/01/2021 00:15;573;0;573
06/01/2021 00:30;06/01/2021 00:30;547;0;547
06/01/2021 00:45;06/01/2021 00:45;566;0;566
06/01/2021 01:00;06/01/2021 01:00;557;0;557
06/01/2021 01:15;06/01/2021 01:15;556;0;556
06/01/2021 01:30;06/01/2021 01:30;554;0;554
06/01/2021 01:45;06/01/2021 01:45;554;0;554
06/01/2021 02:00;06/01/2021 02:00;554;0;554
06/01/2021 02:15;06/01/2021 02:15;563;0;563
06/01/2021 02:30;06/01/2021 02:30;547;0;547
06/01/2021 02:45;06/01/2021 02:45;561;0;561
06/01/2021 03:00;06/01/2021 03:00;556;0;556
06/01/2021 03:15;06/01/2021 03:15;542;0;542
06/01/2021 03:30;06/01/2021 03:30;548;0;548
06/01/2021 03:45;06/01/2021 03:45;538;0;538
06/01/2021 04:00;06/01/2021 04:00;553;0;553
06/01/2021 04:15;06/01/2021 04:15;563;0;563
06/01/2021 04:30;06/01/2021 04:30;540;0;540
